file_path,file_name,image_id,product_name,batch_number,date,state,color,checks_id,checks_product_id,checks_batch_number,checks_manufacture_date,checks_photo_path,checks_color_check_result,checks_comment,checks_created_at,checks_avg_r,checks_avg_g,checks_avg_b,checks_avg_lab,checks_label,checks_rus_color_name,colors_color_name,colors_rus_name,colors_hex,colors_r,colors_g,colors_b,colors_hue,colors_sat,colors_val,colors_id,products_id,products_name,products_color_description,products_color_from,products_color_to,filepath
pictures/1750681914939_78_93.jpg,1750681914939_78_93.jpg,1750681914939_78_93,СабКонтрол,93.0,,,,10.0,78.0,93.0,2025-06-23,pictures/1750681914939_78_93.jpg,"Нет цветов с подстрокой: ""null""",,2025-06-23 12:31:57.648898,176.0,177.0,170.0,"[71.9446299121788, -1.6422469306745513, 3.444844714580819]",,Серебряная фольга,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750681914939_78_93.jpg
pictures/1750682332994_96_84.jpg,1750682332994_96_84.jpg,1750682332994_96_84,Сальмоцил PH,84.0,,,,11.0,96.0,84.0,2025-06-21,pictures/1750682332994_96_84.jpg,не соответствует,,2025-06-23 12:38:55.661636,181.0,180.0,169.0,"[73.10921089945032, -1.6319499628549838, 5.724049727672864]",,Орел,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750682332994_96_84.jpg
pictures/1750682570973_96_85.jpg,1750682570973_96_85.jpg,1750682570973_96_85,Сальмоцил PH,85.0,,,,12.0,96.0,85.0,2025-06-22,pictures/1750682570973_96_85.jpg,не соответствует,,2025-06-23 12:42:54.525745,174.0,172.0,160.0,"[70.20518703709388, -1.4526934194346586, 6.41477446042209]",,Облачно,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750682570973_96_85.jpg
pictures/1750682795756_95_42.jpg,1750682795756_95_42.jpg,1750682795756_95_42,Сальмоцил F,42.0,,,,13.0,95.0,42.0,2025-06-20,pictures/1750682795756_95_42.jpg,не соответствует,,2025-06-23 12:46:38.494873,178.0,181.0,172.0,"[73.21421287866039, -2.710073533543189, 4.205728316933399]",,Серебряная фольга,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750682795756_95_42.jpg
pictures/1750682913441_92_35.jpg,1750682913441_92_35.jpg,1750682913441_92_35,Этоксол,35.0,,,,14.0,92.0,35.0,2025-06-20,pictures/1750682913441_92_35.jpg,соответствует,,2025-06-23 12:48:37.425149,176.0,178.0,169.0,"[72.18534328126611, -2.360069166555512, 4.341381964537416]",,Серебряная фольга,Walmart blue (1981–1992),Синий Walmart (1981–1992),#1D2CA0,29.0,44.0,160.0,233.1297709923664,0.81875,0.627450980392157,1818.0,92.0,Этоксол,Порошок бежевого цвета,бежевый,бежевый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750682913441_92_35.jpg
pictures/1750683074226_92_37.jpg,1750683074226_92_37.jpg,1750683074226_92_37,Этоксол,37.0,,,,15.0,92.0,37.0,2025-06-19,pictures/1750683074226_92_37.jpg,соответствует,,2025-06-23 12:51:16.620177,177.0,178.0,170.0,"[72.28873240779606, -1.821401327941785, 3.9526203856752984]",,Серебряная фольга,Walmart blue (1981–1992),Синий Walmart (1981–1992),#1D2CA0,29.0,44.0,160.0,233.1297709923664,0.81875,0.627450980392157,1818.0,92.0,Этоксол,Порошок бежевого цвета,бежевый,бежевый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750683074226_92_37.jpg
pictures/1750683257792_62_10.jpg,1750683257792_62_10.jpg,1750683257792_62_10,КЛИМ Термо,10.0,,,,16.0,62.0,10.0,2025-06-20,pictures/1750683257792_62_10.jpg,не соответствует,,2025-06-23 12:54:19.740373,173.0,178.0,174.0,"[72.08188694612086, -2.5060424219814914, 1.4204768868320006]",,Серебряная фольга,Walmart blue (1962–1964),Синий Walmart (1962–1964),#0C5DA7,12.0,93.0,167.0,208.6451612903226,0.92814371257485,0.654901960784314,1653.0,62.0,КЛИМ Термо,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750683257792_62_10.jpg
pictures/1750768487835_67_103.jpg,1750768487835_67_103.jpg,1750768487835_67_103,Липид Форте,103.0,,,,17.0,67.0,103.0,2025-06-24,pictures/1750768487835_67_103.jpg,не соответствует,,2025-06-24 12:35:21.755691,178.0,180.0,160.0,"[72.65789412668423, -4.27347733450728, 9.962378551724793]",,Орел,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750768487835_67_103.jpg
pictures/1750772392729_69_43.jpg,1750772392729_69_43.jpg,1750772392729_69_43,МиоСорб Макс,43.0,,,,18.0,69.0,43.0,2025-06-23,pictures/1750772392729_69_43.jpg,не соответствует,,2025-06-24 13:39:54.480614,181.0,177.0,152.0,"[71.91661543656332, -2.870017000849101, 13.313261336277083]",,Меланжевый серый,Wendy's Red (1969-1971),Венди Рэд (1969-1971),#EE3942,238.0,57.0,66.0,357.01657458563534,0.760504201680672,0.933333333333333,2434.0,69.0,МиоСорб Макс,Порошок от светло-желтого до белого цвета,светло-желтый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750772392729_69_43.jpg
pictures/1750772623297_71_69.jpg,1750772623297_71_69.jpg,1750772623297_71_69,ОптиГран Драй,69.0,,,,19.0,71.0,69.0,2025-06-23,pictures/1750772623297_71_69.jpg,не соответствует,,2025-06-24 13:43:44.854066,180.0,184.0,174.0,"[74.2155205019112, -3.237651307833267, 4.580414236093766]",,Филиппинское серебро,Wendy's Red (1971-1975),Венди Рэд (1971-1975),#EE3A43,238.0,58.0,67.0,357.0,0.756302521008403,0.933333333333333,2433.0,71.0,ОптиГран Драй,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750772623297_71_69.jpg
pictures/1750772652037_67_100.jpg,1750772652037_67_100.jpg,1750772652037_67_100,Липид Форте,100.0,,,,20.0,67.0,100.0,2025-06-20,pictures/1750772652037_67_100.jpg,не соответствует,,2025-06-24 13:44:14.175458,176.0,175.0,153.0,"[71.00168986271376, -3.511792210587117, 11.41802444057387]",,Серо-коричневый,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750772652037_67_100.jpg
pictures/1750772908537_72_54.jpg,1750772908537_72_54.jpg,1750772908537_72_54,Пробитокс,54.0,,,,22.0,72.0,54.0,2025-06-23,pictures/1750772908537_72_54.jpg,не соответствует,,2025-06-24 13:48:31.53128,159.0,159.0,145.0,"[65.13013177371576, -2.5639130925662057, 7.303355148261215]",,Железо,Mexican Red,Мексиканский красный,#A72525,167.0,37.0,37.0,0.0,0.778443113772455,0.654901960784314,34.0,72.0,Пробитокс,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750772908537_72_54.jpg
pictures/1750773012157_69_43.jpg,1750773012157_69_43.jpg,1750773012157_69_43,МиоСорб Макс,43.0,,,,23.0,69.0,43.0,2025-06-23,pictures/1750773012157_69_43.jpg,не соответствует,,2025-06-24 13:50:14.771658,179.0,175.0,148.0,"[71.13333706267497, -3.187409261837637, 14.373512043392456]",,Серо-коричневый,Wendy's Red (1969-1971),Венди Рэд (1969-1971),#EE3942,238.0,57.0,66.0,357.01657458563534,0.760504201680672,0.933333333333333,2434.0,69.0,МиоСорб Макс,Порошок от светло-желтого до белого цвета,светло-желтый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773012157_69_43.jpg
pictures/1750773166470_76_14.jpg,1750773166470_76_14.jpg,1750773166470_76_14,РумиНорм,14.0,,,,24.0,76.0,14.0,2025-06-22,pictures/1750773166470_76_14.jpg,не соответствует,,2025-06-24 13:52:49.185926,177.0,175.0,157.0,"[71.17416811724524, -2.4754277236797573, 9.481558682317349]",,Серо-коричневый,Au Chico,Ау Чико,#97605D,151.0,96.0,93.0,3.103448275862075,0.384105960264901,0.592156862745098,88.0,76.0,РумиНорм,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773166470_76_14.jpg
pictures/1750773429262_92_39.jpg,1750773429262_92_39.jpg,1750773429262_92_39,Этоксол,39.0,,,,25.0,92.0,39.0,2025-06-24,pictures/1750773429262_92_39.jpg,соответствует,,2025-06-24 13:57:11.500359,172.0,174.0,165.0,"[70.70470062742815, -2.3695657907740197, 4.360117333142011]",,Темно-серый,Walmart blue (1981–1992),Синий Walmart (1981–1992),#1D2CA0,29.0,44.0,160.0,233.1297709923664,0.81875,0.627450980392157,1818.0,92.0,Этоксол,Порошок бежевого цвета,бежевый,бежевый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773429262_92_39.jpg
pictures/1750773555714_88_12.jpg,1750773555714_88_12.jpg,1750773555714_88_12,Хроматрикс,12.0,,,,26.0,88.0,12.0,2025-06-24,pictures/1750773555714_88_12.jpg,соответствует,,2025-06-24 13:59:18.507727,164.0,170.0,157.0,"[68.8064881641336, -4.552568553056968, 5.95791573559914]",,Бутон,My Pink,Мой розовый,#D69188,214.0,145.0,136.0,6.923076923076918,0.364485981308411,0.83921568627451,138.0,88.0,Хроматрикс,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773555714_88_12.jpg
pictures/1750773708007_78_91.jpg,1750773708007_78_91.jpg,1750773708007_78_91,СабКонтрол,91.0,,,,27.0,78.0,91.0,2025-06-20,pictures/1750773708007_78_91.jpg,не соответствует,,2025-06-24 14:01:49.953793,172.0,174.0,166.0,"[70.72999722152448, -2.1882757321287083, 3.8462142935415944]",,Серебряная чаша,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773708007_78_91.jpg
pictures/1750773858723_96_5.jpg,1750773858723_96_5.jpg,1750773858723_96_5,Сальмоцил PH,5.0,,,,28.0,96.0,5.0,2025-01-21,pictures/1750773858723_96_5.jpg,не соответствует,,2025-06-24 14:04:20.495321,172.0,173.0,166.0,"[70.46289853271924, -1.6489041837163265, 3.4597703857900397]",,Темно-серый,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750773858723_96_5.jpg
pictures/1750774150606_50_112.jpg,1750774150606_50_112.jpg,1750774150606_50_112,Антибактер 2,112.0,,,,29.0,50.0,112.0,2025-06-24,pictures/1750774150606_50_112.jpg,не соответствует,,2025-06-24 14:09:13.064446,170.0,171.0,163.0,"[69.6941601428238, -1.8341847529084743, 3.9827087857139842]",,Темно-серый,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750774150606_50_112.jpg
pictures/1750849551724_92_40.jpg,1750849551724_92_40.jpg,1750849551724_92_40,Этоксол,40.0,,,,30.0,92.0,40.0,2025-06-24,pictures/1750849551724_92_40.jpg,соответствует,,2025-06-25 11:05:53.729614,169.0,171.0,161.0,"[69.5648974892785, -2.557553192383488, 4.890321324122038]",,Бутон,Walmart blue (1981–1992),Синий Walmart (1981–1992),#1D2CA0,29.0,44.0,160.0,233.1297709923664,0.81875,0.627450980392157,1818.0,92.0,Этоксол,Порошок бежевого цвета,бежевый,бежевый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750849551724_92_40.jpg
pictures/1750849634066_67_103.jpg,1750849634066_67_103.jpg,1750849634066_67_103,Липид Форте,103.0,,,,31.0,67.0,103.0,2025-06-24,pictures/1750849634066_67_103.jpg,не соответствует,,2025-06-25 11:07:15.850726,176.0,177.0,158.0,"[71.65192696560473, -3.746833947520678, 9.602750807940176]",,Бутон,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750849634066_67_103.jpg
pictures/1750849922975_67_104.jpg,1750849922975_67_104.jpg,1750849922975_67_104,Липид Форте,104.0,,,,32.0,67.0,104.0,2025-06-25,pictures/1750849922975_67_104.jpg,не соответствует,,2025-06-25 11:12:04.956231,176.0,177.0,159.0,"[71.67533975028256, -3.5770902472923582, 9.088595515481646]",,Бутон,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750849922975_67_104.jpg
pictures/1750853721859_95_42.jpg,1750853721859_95_42.jpg,1750853721859_95_42,Сальмоцил F,42.0,,,,33.0,95.0,42.0,2025-06-25,pictures/1750853721859_95_42.jpg,не соответствует,,2025-06-25 12:15:23.486752,172.0,175.0,164.0,"[70.94733769773443, -3.087558220194908, 5.260196256029603]",,Темно-серый,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750853721859_95_42.jpg
pictures/1750853787846_96_86.jpg,1750853787846_96_86.jpg,1750853787846_96_86,Сальмоцил PH,86.0,,,,34.0,96.0,86.0,2025-06-25,pictures/1750853787846_96_86.jpg,не соответствует,,2025-06-25 12:16:29.628479,175.0,173.0,158.0,"[70.50376932263677, -1.9698252494076418, 7.954188131217355]",,Бутон,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750853787846_96_86.jpg
pictures/1750853870427_50_113.jpg,1750853870427_50_113.jpg,1750853870427_50_113,Антибактер 2,113.0,,,,35.0,50.0,113.0,2025-06-25,pictures/1750853870427_50_113.jpg,не соответствует,,2025-06-25 12:17:52.390176,174.0,175.0,167.0,"[71.17913736669635, -1.8268161100145064, 3.9653510406040704]",,Серебряная чаша,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750853870427_50_113.jpg
pictures/1750945262118_62_12.jpg,1750945262118_62_12.jpg,1750945262118_62_12,КЛИМ Термо,12.0,,,,36.0,62.0,12.0,2025-06-26,pictures/1750945262118_62_12.jpg,не соответствует,,2025-06-26 13:41:04.117274,170.0,176.0,169.0,"[71.18779851667064, -3.4264058410858333, 2.839347429619621]",,Серебряная чаша,Walmart blue (1962–1964),Синий Walmart (1962–1964),#0C5DA7,12.0,93.0,167.0,208.6451612903226,0.92814371257485,0.654901960784314,1653.0,62.0,КЛИМ Термо,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750945262118_62_12.jpg
pictures/1750945462084_67_105.jpg,1750945462084_67_105.jpg,1750945462084_67_105,Липид Форте,105.0,,,,37.0,67.0,105.0,2025-06-26,pictures/1750945462084_67_105.jpg,не соответствует,,2025-06-26 13:44:24.670148,176.0,175.0,150.0,"[70.93434363410363, -4.0005723989492985, 12.965302504491927]",,Серо-коричневый,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750945462084_67_105.jpg
pictures/1750946811990_75_9.jpg,1750946811990_75_9.jpg,1750946811990_75_9,РЕГЕПАТОКСИН,9.0,,,,38.0,75.0,9.0,2025-06-26,pictures/1750946811990_75_9.jpg,не соответствует,,2025-06-26 14:06:54.175069,175.0,176.0,162.0,"[71.40080844509563, -2.8903719993204624, 7.041111078517304]",,Бутон,Barbie Pink (1975-1990),Барби Пинк (1975-1990),#D3419D,211.0,65.0,157.0,322.1917808219178,0.691943127962085,0.827450980392157,2119.0,75.0,РЕГЕПАТОКСИН,Порошок от светло-серого до коричневого цвета,светло-серый,коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750946811990_75_9.jpg
pictures/1750946971247_1_36.jpg,1750946971247_1_36.jpg,1750946971247_1_36,,36.0,,,,39.0,1.0,36.0,2025-06-26,pictures/1750946971247_1_36.jpg,не соответствует,,2025-06-26 14:09:34.292337,173.0,171.0,158.0,"[69.80911678336706, -1.6277427521923515, 6.9382553217471]",,Облачно,Garnet,Гранат,#733635,115.0,54.0,53.0,0.96774193548387,0.539130434782609,0.450980392156863,70.0,,,,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750946971247_1_36.jpg
pictures/1750947136201_72_55.jpg,1750947136201_72_55.jpg,1750947136201_72_55,Пробитокс,55.0,,,,40.0,72.0,55.0,2025-06-26,pictures/1750947136201_72_55.jpg,не соответствует,,2025-06-26 14:12:18.876932,163.0,161.0,146.0,"[66.02148827905422, -1.9864207614586071, 8.062668640466452]",,Железо,Mexican Red,Мексиканский красный,#A72525,167.0,37.0,37.0,0.0,0.778443113772455,0.654901960784314,34.0,72.0,Пробитокс,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750947136201_72_55.jpg
pictures/1750947953110_87_3.jpg,1750947953110_87_3.jpg,1750947953110_87_3,ФриФарм Форте,3.0,,,,41.0,87.0,3.0,2025-06-24,pictures/1750947953110_87_3.jpg,"Нет цветов с подстрокой: ""светло-бежевый""",,2025-06-26 14:25:55.937243,174.0,171.0,152.0,"[69.74746260529733, -2.276194621197991, 10.166857208339852]",,Серо-коричневый,Brandy,бренди,#87413F,135.0,65.0,63.0,1.6666666666666607,0.533333333333333,0.529411764705882,77.0,87.0,ФриФарм Форте,Порошок от светло-бежевого до светло-серого цвета,светло-бежевый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1750947953110_87_3.jpg
pictures/1751034620289_91_22.jpg,1751034620289_91_22.jpg,1751034620289_91_22,Экофит,22.0,,,,42.0,91.0,22.0,2025-06-26,pictures/1751034620289_91_22.jpg,не соответствует,,2025-06-27 14:30:22.758824,175.0,179.0,169.0,"[72.37445540284895, -3.2538558271670848, 4.604569773698919]",,Серебряная фольга,Oriental Pink,Восточный розовый,#C69191,198.0,145.0,145.0,0.0,0.267676767676768,0.776470588235294,9.0,91.0,Экофит,Порошок серого цвета,серый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1751034620289_91_22.jpg
pictures/1751034797925_67_106.jpg,1751034797925_67_106.jpg,1751034797925_67_106,Липид Форте,106.0,,,,43.0,67.0,106.0,2025-06-27,pictures/1751034797925_67_106.jpg,не соответствует,,2025-06-27 14:33:20.256787,174.0,174.0,156.0,"[70.64354684333952, -3.217046733898221, 9.241991203641442]",,Бутон,Rose ebony,Розовое эбеновое дерево,#674846,103.0,72.0,70.0,3.6363636363636265,0.320388349514563,0.403921568627451,95.0,67.0,Липид Форте,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1751034797925_67_106.jpg
pictures/1751035438608_69_45.jpg,1751035438608_69_45.jpg,1751035438608_69_45,МиоСорб Макс,45.0,,,,44.0,69.0,45.0,2025-06-27,pictures/1751035438608_69_45.jpg,не соответствует,,2025-06-27 14:44:01.300525,180.0,177.0,152.0,"[71.83545398499803, -3.245820149665901, 13.187338083940435]",,Меланжевый серый,Wendy's Red (1969-1971),Венди Рэд (1969-1971),#EE3942,238.0,57.0,66.0,357.01657458563534,0.760504201680672,0.933333333333333,2434.0,69.0,МиоСорб Макс,Порошок от светло-желтого до белого цвета,светло-желтый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1751035438608_69_45.jpg
